0,class
خلق إسلامي جميل نحتاجه بشدة في هذه الأيام لبلادنا هو خلق الرفق أي اللطف واللين في القول والفعل ، الذي نحتاجه في,POS
 بالصور أنصار مرسي يحرقون كنيسة ومدرعة للجيش بالسويس,POS
من تكريم الله للمرأة أن خصها بالذكر في كتابه وجعلها أول من سَعى،وأول من أسلم،وأول شهيدة وكلها أولويات رفعت من قدرها و شأنها,POS
مصر كلها هتصوت لعبد المنعم أبو الفتوح القـوى الأميــن,POS
ده مش جيل زى ما هيكل كان فاكر ده جيل يناير ورابعة جيل العزة والكرامة والصمود صورة للأسود في الزنزانة …,POS
يوسف الحسينى يتابع منذ ايام مايحدث للاقباط فى دلجا ويطالب المسؤولين بالتدخل واليوم سيطرت الشرطه والجيش …,POS
الحياة جميلة عندما تستخدم أدوات السعادة بها الأمل والفأل الحسن و الإيجابية و الإيمان بقضاء الله وقدره خيره وشره,POS
 قلت وأكرر المجد لعاصري الليمون لأن وجودهم على رأس معارضي مرسي الآن هو ماينفي عنها تهم الفلولية,POS
اي أمرأة تصنع الحب والايثار والاهتمام والعطف والحنان مؤهلة ان تصبح أم مثالية,POS
 خلق جميل احترام اي انسان فقط لأنه انسان مهما كانت ديانته,POS
سعيد بمجهود صديقي شادي شريف و فريق جمهورية تي في ومبروك على البرامج الجديدة لابراهيم الجارحي و حسن حامد,POS
صحفي ألماني يروي تفاصيل ليلة مرعبة من التعذيب والإهانة بين المعتقلين المصريين في الأقسام والسجون,POS
,POS
هل هناك حضارة دون وجود المرأة؟ يجب أن نثق في قدرات المرأة فهي دائماً جزء من النجاح، من غير المرأة لن تكون هناك,POS
لا يوجد تيار بقوة هذا الشعب العظيم الذي قام بالثوره,POS
السعاده ان يكون من نحب بخير وعافيه فنحن نشعر بهم ونهتم لامرهم حتى لو لم نراهم ,POS
شاهد - منتج فيلم مبارك و العائلة حسين الرزاز في آخر كلام ,POS
تنمية محور قناة السويس يعد مشروعا قوميا السادة المحترمون,POS
 ذلكم بأنه إذا دعي الله وحده كفرتم وإن يشرك به تؤمنوا فالحكم لله العلي الكبير [غافر ] أحبك ربي,POS
,POS
سيادة الرئيس، أنا أحترمك بقدر احترامك للمحكمة الدستورية,POS
اللغة تراث,POS
أرى أن النظام المختلط بين النظام البرلماني والنظام الرئاسي هو الانسب لنا هذه الفترة التى تتوزع فيه السلطة,POS
أشكرك,POS
الله أكبر الله أكبرالله أكبر لا إله إلا الله تكبيرات العيد تبعث فى الوجدان طاقة إيمانية عظيمة كل عام وأنتم بخير,POS
مبروك ومبروك - ولكل الزملاء واشكر كل من ساهم بانجاح هذا الانجاز الراقي اليوم نقابة الصحفيين,POS
تصرفات القادة ! نعم لأردوغان مصر !,POS
اول مرة أشوف مناظرة بدون مقاطعة ولا صراخ وكل طرف واخد وقته في الكلام،أحيي يوسف الحسيني لإدارة الحوار بهذا الرقي,POS
مع اشراقة كل شمس نبدأ عملنا بروح نشيطة وهمة عالية ويد واحدة ونية متجددة أحلى صباح لأجمل متطوعين فى اعظم حملة,POS
عيد الأم يكفيني بقاء أمي حين يغيبون و حب أمي حين يتغيرون و قلب أمي إن غابت قلوبهم وهم حاضرون,POS
الحب هو اهتمام، تنازل، كلام، احترام، فعل، دعاء، تغاضي، عتاب، تسامح !,POS
خلق جميل تحترم اي امراءة وماتجرحها لابقول ولابعمل,POS
موقف محترم حذر الأمير خالد بن طلال بن عبد العزيز عضو العائلة المالكة بالسعودية أن إجازة الخروج على الرئيس مرسي,POS
سلاماعلى شهداء الانتصارالعربى ، وتحية الى قواتنا المسلحة التى عبرت بمصر من الهزيمة الى النصر إن ينصركم الله فلا غالب لكم ,POS
قلمين عقب أسبوع من محمد محمود المجد لأبطال محمد محمودهتفضل مصر شايلة جميلهم دائما وأبدا,POS
,POS
دمحمد الجوادي يشيد بإنجازات مبارك في كتابه النخبة المصرية الحاكمة مصر قطر الإمارات السعودية البحرين لبنان,POS
الإبتسامه لم تفارقها حتى بعد موتها اللهم تقبلها من الشهداء أسماء صقر,POS
ابتسم في وجه الناس فإنها صدقة,POS
عيد الأم الام هي عيد الحياة,POS
سواق ميكروباص مؤدب,POS
اكتب رساله لشخص دون ذكر اسمه الحياة ي صاحبي أجمل من بشاعة الحزن لا تحزن ابتسم وتفائل دائما ، وكن على يقين لن يصيبنا إلا …,POS
تحية لقضاة مصر الأجلاء لدفاعهم عن حقوق الشعب المصري وحرياته وتمسكهم بمبدأ استقلال القضاء,POS
في يومٍ من الأيام قرر جميع أهل القرية أن يصلوا صلاة الاستسقاء تجمعوا جميعهم للصلاة لكن أحدهم كان يحمل معه مظلة ! تلك هي الثقة فى الله,POS
إلى المصريين الأحرار إلى شعب مصر العظيم حانت ساعة الاتحاد و الاعتماد على النفس لا بد أن نقف وقفة رجل واحد ضد الإرهاب و داعميه بالخارج,POS
بطاقة دعوة زواج حلوه لـ الواتس اب من تصميمنا رتويت ي حبايبي $,POS
رصد تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,POS
شاهر المؤمنين عالم رياضيات أردني ينضم الى قائمة اهم علماء الرياضيات عالمياً ، نفتخر بعلمائنا مبروك للأردن اﻷردن,POS
من أعظم نعم الله عليك أن يقضي حوائج الناس علي يديك فاكر آخر إنسان ساعدته؟,POS
الصلح خير قوم نتصالح المشير,POS
خلق جميل عندما يفضح احد الاصدقاء اسرارك ولا تقوم انت بالمثل,POS
أنا كتبت النهارده في المعصرة أشهد لك بالفضل إنت والشباب اللي معاك في نزولي يوم خمسة وعشرينشكرا ياخالد ياجميل,POS
المجد لشهداء محمد محمود الذين سالت دماؤهم لتروي شجرة النضال …,POS
الحمد لله ان حقن دماء المصريين وأصلح بينهم وعقبال القوى السياسية ,POS
العالم سيشهد تجربة انتخابية بمصر لا مثيل لها وتربطنا مصالح مشتركة بإثيوبيا …,POS
حرية الحركة الطلابية وحقها فى العمل السياسى جزءأصيل من الحريات العامة التى ناضلنا من أجلها منذ السبعينياتالثورة تفرض لائحة طلابية ديمقراطية,POS
حامدين، راضين، عليك متوكلين لك الحمّد ربنا ف آتمم نعمتك علينا وعافيتك وسترك وآسعدنا في الدنيا والاخره,POS
عدلى منصور مصر أخلصت فى الحرب والسلام سلام المنتصرين وأخلصت للسلام الذي التزم به الطرف الأخر,POS
حركة كايدينهم مصر قول كلمه للسيسي وخد فولو هديه ياسيسى يا اصيييييل احنا شباب هنصوت للسيسى سأنتخب السيسي,POS
